/root/Desktop/data/IMG/center_2018_12_11_22_13_59_084.jpg,/root/Desktop/data/IMG/left_2018_12_11_22_13_59_084.jpg,/root/Desktop/data/IMG/right_2018_12_11_22_13_59_084.jpg,0.009433962,0,0,24.59518
/root/Desktop/data/IMG/center_2018_12_11_22_13_59_159.jpg,/root/Desktop/data/IMG/left_2018_12_11_22_13_59_159.jpg,/root/Desktop/data/IMG/right_2018_12_11_22_13_59_159.jpg,0.009433962,0,0,24.39742
/root/Desktop/data/IMG/center_2018_12_11_22_13_59_235.jpg,/root/Desktop/data/IMG/left_2018_12_11_22_13_59_235.jpg,/root/Desktop/data/IMG/right_2018_12_11_22_13_59_235.jpg,0.009433962,0,0,24.20126
/root/Desktop/data/IMG/center_2018_12_11_22_13_59_304.jpg,/root/Desktop/data/IMG/left_2018_12_11_22_13_59_304.jpg,/root/Desktop/data/IMG/right_2018_12_11_22_13_59_304.jpg,0.009433962,0,0,24.05517
/root/Desktop/data/IMG/center_2018_12_11_22_13_59_376.jpg,/root/Desktop/data/IMG/left_2018_12_11_22_13_59_376.jpg,/root/Desktop/data/IMG/right_2018_12_11_22_13_59_376.jpg,-0.009433962,0,0,23.86163
/root/Desktop/data/IMG/center_2018_12_11_22_13_59_445.jpg,/root/Desktop/data/IMG/left_2018_12_11_22_13_59_445.jpg,/root/Desktop/data/IMG/right_2018_12_11_22_13_59_445.jpg,-0.02830189,0,0,23.71699
/root/Desktop/data/IMG/center_2018_12_11_22_13_59_514.jpg,/root/Desktop/data/IMG/left_2018_12_11_22_13_59_514.jpg,/root/Desktop/data/IMG/right_2018_12_11_22_13_59_514.jpg,-0.02830189,0,0,23.52584
/root/Desktop/data/IMG/center_2018_12_11_22_13_59_583.jpg,/root/Desktop/data/IMG/left_2018_12_11_22_13_59_583.jpg,/root/Desktop/data/IMG/right_2018_12_11_22_13_59_583.jpg,-0.04716982,0,0,23.38313
/root/Desktop/data/IMG/center_2018_12_11_22_13_59_657.jpg,/root/Desktop/data/IMG/left_2018_12_11_22_13_59_657.jpg,/root/Desktop/data/IMG/right_2018_12_11_22_13_59_657.jpg,-0.06603774,0,0,23.19338
/root/Desktop/data/IMG/center_2018_12_11_22_13_59_730.jpg,/root/Desktop/data/IMG/left_2018_12_11_22_13_59_730.jpg,/root/Desktop/data/IMG/right_2018_12_11_22_13_59_730.jpg,-0.06603774,0,0,23.0057
